id,type,english,tts_text,chinese,difficulty,topic,keywords,lesson,unit_name,source_note
195,sentence,The buses pick up students in Chile.,The buses pick up students in Chile.,巴士在智利接送學生。,beginner,七上 複習5-6-國中2000單字,buses;pick up;students;Chile,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,Merged review from Lesson 5 and Lesson 6 | L6 course sentences
196,sentence,"Inside the buses, there are chairs and desks.","Inside the buses, there are chairs and desks.",巴士裡面有椅子和書桌。,beginner,七上 複習5-6-國中2000單字,inside;buses;chairs;desks,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,Merged review from Lesson 5 and Lesson 6 | L6 course sentences
197,sentence,Students read and write in the buses.,Students read and write in the buses.,學生在巴士裡讀書和寫字。,beginner,七上 複習5-6-國中2000單字,students;read;write;buses,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,Merged review from Lesson 5 and Lesson 6 | L6 course sentences
198,sentence,Floating schools are special schools.,Floating schools are special schools.,漂浮學校是特別的學校。,beginner,七上 複習5-6-國中2000單字,floating schools;special schools,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,Merged review from Lesson 5 and Lesson 6 | L6 course sentences
199,sentence,Bus schools are special too.,Bus schools are special too.,巴士學校也很特別。,beginner,七上 複習5-6-國中2000單字,bus schools;special,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,Merged review from Lesson 5 and Lesson 6 | L6 course sentences
200,sentence,There are many special schools around the world.,There are many special schools around the world.,世界各地有許多特別的學校。,beginner,七上 複習5-6-國中2000單字,special schools;around the world,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,Merged review from Lesson 5 and Lesson 6 | L6 course sentences
201,sentence,What are you doing on Monday morning?,What are you doing on Monday morning?,你星期一早上正在做什麼？,beginner,七上 複習5-6-國中2000單字,what are you doing;Monday;morning,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
202,sentence,I am looking for my watch near the school gate.,I am looking for my watch near the school gate.,我正在學校大門附近找我的手錶。,beginner,七上 複習5-6-國中2000單字,looking for;watch;school gate,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
203,sentence,The meeting is at nine o'clock in the evening.,The meeting is at nine o'clock in the evening.,會議在晚上九點。,beginner,七上 複習5-6-國中2000單字,meeting;nine o'clock;evening,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
204,sentence,Nick is preparing for the group chat in the classroom.,Nick is preparing for the group chat in the classroom.,Nick 正在教室準備群組聊天。,beginner,七上 複習5-6-國中2000單字,Nick;preparing;group chat;classroom,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
205,sentence,What day is the basketball game?,What day is the basketball game?,籃球比賽是星期幾？,beginner,七上 複習5-6-國中2000單字,what day;basketball game,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
206,sentence,The basketball game is on Thursday after school.,The basketball game is on Thursday after school.,籃球比賽在星期四放學後。,beginner,七上 複習5-6-國中2000單字,basketball game;Thursday;after school,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
207,sentence,What time is the English class on Monday?,What time is the English class on Monday?,星期一的英文課是幾點？,beginner,七上 複習5-6-國中2000單字,what time;English class;Monday,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
208,sentence,The English class is at eight in the morning.,The English class is at eight in the morning.,英文課在早上八點。,beginner,七上 複習5-6-國中2000單字,English class;eight;morning,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
209,sentence,Rita is late for the meeting tonight.,Rita is late for the meeting tonight.,Rita 今晚開會遲到了。,beginner,七上 複習5-6-國中2000單字,Rita;late;meeting;tonight,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
210,sentence,Everyone is saying good morning to the students in New York City.,Everyone is saying good morning to the students in New York City.,大家正在跟紐約市的學生說早安。,beginner,七上 複習5-6-國中2000單字,everyone;saying good morning;New York City,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
211,sentence,Daniel is making dinner with his family on Sunday evening.,Daniel is making dinner with his family on Sunday evening.,Daniel 星期日晚上正在和家人做晚餐。,beginner,七上 複習5-6-國中2000單字,Daniel;making dinner;family;Sunday evening,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
212,sentence,Eric is sleeping in Paris at twelve a.m.,Eric is sleeping in Paris at twelve a.m.,Eric 在巴黎凌晨十二點正在睡覺。,beginner,七上 複習5-6-國中2000單字,Eric;sleeping;Paris;twelve a.m.,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
213,sentence,Miako is going to school in Tokyo at eight a.m.,Miako is going to school in Tokyo at eight a.m.,Miako 在東京早上八點正在去上學。,beginner,七上 複習5-6-國中2000單字,Miako;school;Tokyo;eight a.m.,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
214,sentence,What is Fred looking for now?,What is Fred looking for now?,Fred 現在正在找什麼？,beginner,七上 複習5-6-國中2000單字,what;Fred;looking for,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
215,sentence,Fred is looking for the robot's eyes.,Fred is looking for the robot's eyes.,Fred 正在找機器人的眼睛。,beginner,七上 複習5-6-國中2000單字,Fred;robot;eyes,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
216,sentence,Andy is assembling the robot's ears with his parents.,Andy is assembling the robot's ears with his parents.,Andy 正在和父母組裝機器人的耳朵。,beginner,七上 複習5-6-國中2000單字,Andy;assembling;robot;ears;parents,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
217,sentence,There is a library next to the sports field.,There is a library next to the sports field.,運動場旁邊有一座圖書館。,beginner,七上 複習5-6-國中2000單字,There is;library;next to;sports field,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
218,sentence,There are many students on the basketball court.,There are many students on the basketball court.,籃球場上有許多學生。,beginner,七上 複習5-6-國中2000單字,There are;students;basketball court,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
219,sentence,Is there a restroom near the school gate?,Is there a restroom near the school gate?,學校大門附近有廁所嗎？,beginner,七上 複習5-6-國中2000單字,Is there;restroom;near;school gate,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
220,sentence,Are there any swings in the playground?,Are there any swings in the playground?,遊樂場裡有任何秋千嗎？,beginner,七上 複習5-6-國中2000單字,Are there any;swings;playground,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
221,sentence,There aren't any shelves outside the classroom door.,There aren't any shelves outside the classroom door.,教室門外沒有任何架子。,beginner,七上 複習5-6-國中2000單字,There aren't any;shelves;outside;classroom door,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
222,sentence,Min-Ho is still finding his feet in Taiwan.,Min-Ho is still finding his feet in Taiwan.,Min-Ho 在台灣仍然正在適應新環境。,beginner,七上 複習5-6-國中2000單字,Min-Ho;finding his feet;Taiwan,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
223,sentence,Brian can't find his lunch anywhere at noon.,Brian can't find his lunch anywhere at noon.,Brian 中午到處都找不到他的午餐。,beginner,七上 複習5-6-國中2000單字,Brian;can't find;lunch;noon,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
224,sentence,His sandwiches are in the warming cabinet.,His sandwiches are in the warming cabinet.,他的三明治在保溫櫃裡。,beginner,七上 複習5-6-國中2000單字,sandwiches;warming cabinet,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
225,sentence,There is an apple in Brian's lunchbox.,There is an apple in Brian's lunchbox.,Brian 的午餐盒裡有一顆蘋果。,beginner,七上 複習5-6-國中2000單字,There is;apple;Brian;lunchbox,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
226,sentence,Brian is thinking about his mom in the UK.,Brian is thinking about his mom in the UK.,Brian 正在想念他在英國的媽媽。,beginner,七上 複習5-6-國中2000單字,Brian;thinking about;mom;UK,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
227,sentence,There are a lot of different things in Taiwan.,There are a lot of different things in Taiwan.,台灣有很多不同的事物。,beginner,七上 複習5-6-國中2000單字,There are;a lot of;different things;Taiwan,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
228,sentence,"Min-Ho is from South Korea, and Brian is from the UK.","Min-Ho is from South Korea, and Brian is from the UK.",Min-Ho 來自南韓，而 Brian 來自英國。,beginner,七上 複習5-6-國中2000單字,Min-Ho;South Korea;Brian;UK,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
229,sentence,There is a V-sign in their photo.,There is a V-sign in their photo.,他們的照片中有一個 V 手勢。,beginner,七上 複習5-6-國中2000單字,There is;V-sign;photo,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
230,sentence,What is the meaning of the V-sign to Brian?,What is the meaning of the V-sign to Brian?,V 手勢對 Brian 來說是什麼意思？,beginner,七上 複習5-6-國中2000單字,meaning;V-sign;Brian,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
231,sentence,There are floods in Bangladesh.,There are floods in Bangladesh.,孟加拉有水災。,beginner,七上 複習5-6-國中2000單字,There are;floods;Bangladesh,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
232,sentence,People build boat schools for students there.,People build boat schools for students there.,人們在那裡為學生建造船學校。,beginner,七上 複習5-6-國中2000單字,people;build;boat schools;students,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
233,sentence,The boats pick up students from different places.,The boats pick up students from different places.,這些船從不同地方接學生。,beginner,七上 複習5-6-國中2000單字,boats;pick up;students;different places,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
234,sentence,There are chairs and desks inside the bus schools.,There are chairs and desks inside the bus schools.,巴士學校裡面有椅子和書桌。,beginner,七上 複習5-6-國中2000單字,There are;chairs;desks;bus schools,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
235,sentence,Students are reading and writing inside the buses.,Students are reading and writing inside the buses.,學生正在巴士裡閱讀和書寫。,beginner,七上 複習5-6-國中2000單字,students;reading;writing;buses,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
236,sentence,Is there a garden behind the library?,Is there a garden behind the library?,圖書館後面有一座花園嗎？,beginner,七上 複習5-6-國中2000單字,Is there;garden;behind;library,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
237,sentence,There is a seesaw in front of the slide.,There is a seesaw in front of the slide.,滑梯前面有一個蹺蹺板。,beginner,七上 複習5-6-國中2000單字,There is;seesaw;in front of;slide,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
238,sentence,Are there any children on the seesaw now?,Are there any children on the seesaw now?,現在蹺蹺板上有任何孩子嗎？,beginner,七上 複習5-6-國中2000單字,Are there any;children;seesaw;now,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
239,sentence,The students are having lunch in the classroom.,The students are having lunch in the classroom.,學生們正在教室裡吃午餐。,beginner,七上 複習5-6-國中2000單字,students;having lunch;classroom,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
240,sentence,What are the students looking for at noon?,What are the students looking for at noon?,學生們中午正在找什麼？,beginner,七上 複習5-6-國中2000單字,students;looking for;noon,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
241,sentence,The group chat is about school life.,The group chat is about school life.,群組聊天是關於學校生活。,beginner,七上 複習5-6-國中2000單字,group chat;school life,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
242,sentence,There isn't a cafeteria in Brian's school here.,There isn't a cafeteria in Brian's school here.,Brian 在這裡的學校沒有自助餐廳。,beginner,七上 複習5-6-國中2000單字,There isn't;cafeteria;Brian;school,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
243,sentence,There are large cafeterias in South Korean schools.,There are large cafeterias in South Korean schools.,南韓學校有大型自助餐廳。,beginner,七上 複習5-6-國中2000單字,There are;large cafeterias;South Korean schools,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
244,sentence,Brian can wear his shoes inside the classroom.,Brian can wear his shoes inside the classroom.,Brian 可以在教室裡穿鞋。,beginner,七上 複習5-6-國中2000單字,Brian;wear shoes;inside;classroom,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
245,sentence,What time is it in New York City now?,What time is it in New York City now?,紐約市現在幾點？,beginner,七上 複習5-6-國中2000單字,what time;New York City;now,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
246,sentence,It is time for school in Taipei.,It is time for school in Taipei.,台北到了上學時間。,beginner,七上 複習5-6-國中2000單字,time for school;Taipei,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
247,sentence,Wendy's family is having a good time on New Year's Eve.,Wendy's family is having a good time on New Year's Eve.,Wendy 的家人在除夕玩得很開心。,beginner,七上 複習5-6-國中2000單字,Wendy;family;New Year's Eve,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
248,sentence,Daisy might be making New Year's Eve dinner now.,Daisy might be making New Year's Eve dinner now.,Daisy 現在可能正在做除夕晚餐。,beginner,七上 複習5-6-國中2000單字,Daisy;making dinner;New Year's Eve;now,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
249,sentence,There are special schools around the world.,There are special schools around the world.,世界各地有特別的學校。,beginner,七上 複習5-6-國中2000單字,There are;special schools;around the world,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
250,sentence,Let's talk about our school life and special schools.,Let's talk about our school life and special schools.,我們來談談我們的學校生活和特別的學校吧。,beginner,七上 複習5-6-國中2000單字,let's talk;school life;special schools,grade7_1_review5_6,Review 5-6: What Are You Doing? + Are There Any Shelves Outside the Door?,"Extra review sentence based on Lesson 5 and Lesson 6 vocabulary, grammar, dialogue, reading, listening, and read-up content."
