id,type,english,tts_text,chinese,difficulty,topic,keywords,lesson,unit_name,source_note
199,sentence,The elephant in the room is a big problem.,The elephant in the room is a big problem.,房間裡的大象是一個大問題。,beginner,七上 複習1-2-國中2000單字,elephant in the room;problem,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Listening and Read Up: animal listening and elephant idioms
200,sentence,My sister wants the lion's share of the pizza.,My sister wants the lion's share of the pizza.,我妹妹想要披薩最大的一份。,beginner,七上 複習1-2-國中2000單字,lion's share;pizza,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,Merged review from Lesson 1 and Lesson 2 | L2 Listening and Read Up: animal listening and elephant idioms
201,sentence,Who is that young man with the pet pig?,Who is that young man with the pet pig?,那位和寵物豬在一起的年輕男子是誰？,beginner,七上 複習1-2-國中2000單字,who;young man;pet pig,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
202,sentence,"He is our new PE teacher, Scott.","He is our new PE teacher, Scott.",他是我們新的體育老師 Scott。,beginner,七上 複習1-2-國中2000單字,PE teacher;Scott,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
203,sentence,Is Scott tall and handsome?,Is Scott tall and handsome?,Scott 高又英俊嗎？,beginner,七上 複習1-2-國中2000單字,Scott;tall;handsome,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
204,sentence,"Yes, he is tall and handsome.","Yes, he is tall and handsome.",是的，他高又英俊。,beginner,七上 複習1-2-國中2000單字,yes;tall;handsome,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
205,sentence,Who is Bella in Nick's family?,Who is Bella in Nick's family?,Bella 在 Nick 的家人中是誰？,beginner,七上 複習1-2-國中2000單字,Bella;Nick;family,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
206,sentence,Bella is Nick's sister and English teacher.,Bella is Nick's sister and English teacher.,Bella 是 Nick 的姊妹，也是英文老師。,beginner,七上 複習1-2-國中2000單字,Bella;Nick;sister;English teacher,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
207,sentence,Is Bella a strict teacher?,Is Bella a strict teacher?,Bella 是嚴格的老師嗎？,beginner,七上 複習1-2-國中2000單字,Bella;strict;teacher,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
208,sentence,"Yes, she is strict but nice.","Yes, she is strict but nice.",是的，她嚴格但是好心。,beginner,七上 複習1-2-國中2000單字,strict;nice,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
209,sentence,Who is Eddie in Nick's family?,Who is Eddie in Nick's family?,Eddie 在 Nick 的家人中是誰？,beginner,七上 複習1-2-國中2000單字,Eddie;Nick;family,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
210,sentence,Eddie is Nick's brother.,Eddie is Nick's brother.,Eddie 是 Nick 的兄弟。,beginner,七上 複習1-2-國中2000單字,Eddie;Nick;brother,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
211,sentence,Is Nick a junior high school student?,Is Nick a junior high school student?,Nick 是國中生嗎？,beginner,七上 複習1-2-國中2000單字,Nick;junior high school;student,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
212,sentence,"Yes, Nick is a junior high school student.","Yes, Nick is a junior high school student.",是的，Nick 是國中生。,beginner,七上 複習1-2-國中2000單字,Nick;junior high school;student,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
213,sentence,What is Nick's father?,What is Nick's father?,Nick 的爸爸是什麼職業？,beginner,七上 複習1-2-國中2000單字,Nick;father,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
214,sentence,Nick's father is a nurse.,Nick's father is a nurse.,Nick 的爸爸是護理師。,beginner,七上 複習1-2-國中2000單字,Nick;father;nurse,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
215,sentence,What is Nick's mother?,What is Nick's mother?,Nick 的媽媽是什麼職業？,beginner,七上 複習1-2-國中2000單字,Nick;mother,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
216,sentence,Nick's mother is a doctor.,Nick's mother is a doctor.,Nick 的媽媽是醫生。,beginner,七上 複習1-2-國中2000單字,Nick;mother;doctor,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
217,sentence,Is Nick's grandmother a cook?,Is Nick's grandmother a cook?,Nick 的奶奶是廚師嗎？,beginner,七上 複習1-2-國中2000單字,Nick;grandmother;cook,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
218,sentence,"Yes, his grandmother is a cook.","Yes, his grandmother is a cook.",是的，他的奶奶是廚師。,beginner,七上 複習1-2-國中2000單字,grandmother;cook,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
219,sentence,What are these animals near the movie theater?,What are these animals near the movie theater?,電影院附近這些動物是什麼？,beginner,七上 複習1-2-國中2000單字,animals;movie theater,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
220,sentence,They are Chinese zodiac animal signs.,They are Chinese zodiac animal signs.,牠們是中國生肖動物符號。,beginner,七上 複習1-2-國中2000單字,Chinese zodiac;animal signs,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
221,sentence,Are these dolls monkeys and tigers?,Are these dolls monkeys and tigers?,這些玩偶是猴子和老虎嗎？,beginner,七上 複習1-2-國中2000單字,dolls;monkeys;tigers,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
222,sentence,"Yes, these dolls are monkeys and tigers.","Yes, these dolls are monkeys and tigers.",是的，這些玩偶是猴子和老虎。,beginner,七上 複習1-2-國中2000單字,dolls;monkeys;tigers,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
223,sentence,What are those animals?,What are those animals?,那些動物是什麼？,beginner,七上 複習1-2-國中2000單字,what;those;animals,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
224,sentence,Those animals are sheep and goats.,Those animals are sheep and goats.,那些動物是綿羊和山羊。,beginner,七上 複習1-2-國中2000單字,sheep;goats,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
225,sentence,Are those animals sheep?,Are those animals sheep?,那些動物是綿羊嗎？,beginner,七上 複習1-2-國中2000單字,those;animals;sheep,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
226,sentence,"No, they are goats, not sheep.","No, they are goats, not sheep.",不，牠們是山羊，不是綿羊。,beginner,七上 複習1-2-國中2000單字,goats;not sheep,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
227,sentence,What is Scott's animal sign?,What is Scott's animal sign?,Scott 的生肖是什麼？,beginner,七上 複習1-2-國中2000單字,Scott;animal sign,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
228,sentence,Scott's animal sign is the dragon.,Scott's animal sign is the dragon.,Scott 的生肖是龍。,beginner,七上 複習1-2-國中2000單字,Scott;dragon;animal sign,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
229,sentence,Is a dragon smart and energetic?,Is a dragon smart and energetic?,龍聰明又有活力嗎？,beginner,七上 複習1-2-國中2000單字,dragon;smart;energetic,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
230,sentence,"Yes, a dragon is smart and energetic.","Yes, a dragon is smart and energetic.",是的，龍聰明又有活力。,beginner,七上 複習1-2-國中2000單字,dragon;smart;energetic,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
231,sentence,What is Bella's animal sign?,What is Bella's animal sign?,Bella 的生肖是什麼？,beginner,七上 複習1-2-國中2000單字,Bella;animal sign,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
232,sentence,Bella's animal sign is the rabbit.,Bella's animal sign is the rabbit.,Bella 的生肖是兔子。,beginner,七上 複習1-2-國中2000單字,Bella;rabbit;animal sign,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
233,sentence,Is a rabbit nice and warm?,Is a rabbit nice and warm?,兔子好心又溫暖嗎？,beginner,七上 複習1-2-國中2000單字,rabbit;nice;warm,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
234,sentence,"Yes, a rabbit is nice and warm.","Yes, a rabbit is nice and warm.",是的，兔子好心又溫暖。,beginner,七上 複習1-2-國中2000單字,rabbit;nice;warm,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
235,sentence,What are Asian elephants like?,What are Asian elephants like?,亞洲象是什麼樣子？,beginner,七上 複習1-2-國中2000單字,Asian elephants;like,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
236,sentence,"Asian elephants are small, and their ears are short.","Asian elephants are small, and their ears are short.",亞洲象較小，牠們的耳朵較短。,beginner,七上 複習1-2-國中2000單字,Asian elephants;small;ears;short,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
237,sentence,What are African elephants like?,What are African elephants like?,非洲象是什麼樣子？,beginner,七上 複習1-2-國中2000單字,African elephants;like,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
238,sentence,"African elephants are very big, and their ears are big.","African elephants are very big, and their ears are big.",非洲象非常大，牠們的耳朵很大。,beginner,七上 複習1-2-國中2000單字,African elephants;big;ears,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
239,sentence,Are Asian elephants different from African elephants?,Are Asian elephants different from African elephants?,亞洲象和非洲象不同嗎？,beginner,七上 複習1-2-國中2000單字,Asian elephants;African elephants;different,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
240,sentence,"Yes, they are different in size and lifespan.","Yes, they are different in size and lifespan.",是的，牠們在尺寸和壽命上不同。,beginner,七上 複習1-2-國中2000單字,different;size;lifespan,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
241,sentence,Who is the girl with the cute dog?,Who is the girl with the cute dog?,和可愛狗在一起的女孩是誰？,beginner,七上 複習1-2-國中2000單字,girl;cute dog,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
242,sentence,"She is Vicky, and she is a nurse.","She is Vicky, and she is a nurse.",她是 Vicky，她是護理師。,beginner,七上 複習1-2-國中2000單字,Vicky;nurse,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
243,sentence,Who is Jack in Vicky's family?,Who is Jack in Vicky's family?,Jack 在 Vicky 的家庭中是誰？,beginner,七上 複習1-2-國中2000單字,Jack;Vicky;family,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
244,sentence,Jack is Vicky's husband and a cook.,Jack is Vicky's husband and a cook.,Jack 是 Vicky 的丈夫，也是一位廚師。,beginner,七上 複習1-2-國中2000單字,Jack;Vicky;husband;cook,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
245,sentence,What are those in the big box?,What are those in the big box?,大箱子裡的那些是什麼？,beginner,七上 複習1-2-國中2000單字,those;big box,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
246,sentence,They are toys for the man's cats.,They are toys for the man's cats.,它們是給那個男人的貓的玩具。,beginner,七上 複習1-2-國中2000單字,toys;man's cats,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
247,sentence,Is the elephant in the room a big problem?,Is the elephant in the room a big problem?,房間裡的大象是一個大問題嗎？,beginner,七上 複習1-2-國中2000單字,elephant in the room;problem,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
248,sentence,"Yes, it is a big problem.","Yes, it is a big problem.",是的，它是一個大問題。,beginner,七上 複習1-2-國中2000單字,big problem,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
249,sentence,What does an elephant never do?,What does an elephant never do?,大象永遠不會做什麼？,beginner,七上 複習1-2-國中2000單字,elephant;never,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
250,sentence,An elephant never forgets.,An elephant never forgets.,大象永遠不會忘記。,beginner,七上 複習1-2-國中2000單字,elephant;never;forgets,grade7_1_review1_2,Review 1-2: Who's That Young Man? + What Are These?,"Extra review sentence based on Lesson 1 and Lesson 2 vocabulary, grammar, dialogue, reading, and listening."
